timestamp, index, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/06/30 07:52:27.879, 0, 0, 0, 183359, 236.93
2026/06/30 07:52:27.881, 1, 0, 0, 183359, 244.12
2026/06/30 07:52:27.883, 2, 0, 0, 183359, 234.85
2026/06/30 07:52:27.884, 3, 0, 0, 183359, 242.74
2026/06/30 07:52:27.886, 4, 0, 0, 183359, 237.81
2026/06/30 07:52:27.887, 5, 0, 0, 183359, 244.56
2026/06/30 07:52:27.889, 6, 0, 0, 183359, 244.14
2026/06/30 07:52:27.890, 7, 0, 0, 183359, 238.21
2026/06/30 07:52:32.892, 0, 0, 0, 183359, 236.97
2026/06/30 07:52:32.892, 1, 0, 0, 183359, 244.30
2026/06/30 07:52:32.892, 2, 0, 0, 183359, 235.00
2026/06/30 07:52:32.892, 3, 0, 0, 183359, 242.73
2026/06/30 07:52:32.892, 4, 0, 0, 183359, 237.61
2026/06/30 07:52:32.892, 5, 0, 0, 183359, 244.49
2026/06/30 07:52:32.892, 6, 0, 0, 183359, 244.15
2026/06/30 07:52:32.892, 7, 0, 0, 183359, 238.08
2026/06/30 07:52:37.892, 0, 0, 0, 183359, 236.86
2026/06/30 07:52:37.893, 1, 0, 0, 183359, 244.33
2026/06/30 07:52:37.893, 2, 0, 0, 183359, 234.97
2026/06/30 07:52:37.893, 3, 0, 0, 183359, 242.63
2026/06/30 07:52:37.893, 4, 0, 0, 183359, 237.62
2026/06/30 07:52:37.893, 5, 0, 0, 183359, 244.40
2026/06/30 07:52:37.893, 6, 0, 0, 183359, 244.15
2026/06/30 07:52:37.893, 7, 0, 0, 183359, 237.99
2026/06/30 07:52:42.893, 0, 0, 4, 183359, 236.95
2026/06/30 07:52:42.893, 1, 0, 4, 183359, 244.06
2026/06/30 07:52:42.893, 2, 0, 4, 183359, 234.95
2026/06/30 07:52:42.893, 3, 0, 4, 183359, 242.77
2026/06/30 07:52:42.893, 4, 0, 4, 183359, 237.65
2026/06/30 07:52:42.893, 5, 0, 4, 183359, 244.36
2026/06/30 07:52:42.893, 6, 0, 4, 183359, 244.03
2026/06/30 07:52:42.893, 7, 0, 4, 183359, 238.13
2026/06/30 07:52:47.894, 0, 0, 4, 183359, 236.76
2026/06/30 07:52:47.894, 1, 0, 4, 183359, 244.21
2026/06/30 07:52:47.894, 2, 0, 4, 183359, 234.87
2026/06/30 07:52:47.894, 3, 0, 4, 183359, 242.74
2026/06/30 07:52:47.894, 4, 0, 4, 183359, 237.73
2026/06/30 07:52:47.894, 5, 0, 4, 183359, 244.29
2026/06/30 07:52:47.894, 6, 0, 4, 183359, 243.98
2026/06/30 07:52:47.894, 7, 0, 4, 183359, 238.04
2026/06/30 07:52:52.894, 0, 0, 4, 183359, 236.89
2026/06/30 07:52:52.894, 1, 0, 4, 183359, 244.05
2026/06/30 07:52:52.894, 2, 0, 4, 183359, 234.77
2026/06/30 07:52:52.894, 3, 0, 4, 183359, 242.63
2026/06/30 07:52:52.894, 4, 0, 4, 183359, 237.66
2026/06/30 07:52:52.894, 5, 0, 4, 183359, 244.23
2026/06/30 07:52:52.894, 6, 0, 4, 183359, 244.00
2026/06/30 07:52:52.894, 7, 0, 4, 183359, 238.07
2026/06/30 07:52:57.895, 0, 0, 4, 183359, 236.95
2026/06/30 07:52:57.895, 1, 0, 4, 183359, 244.07
2026/06/30 07:52:57.895, 2, 0, 4, 183359, 234.89
2026/06/30 07:52:57.895, 3, 0, 4, 183359, 242.60
2026/06/30 07:52:57.895, 4, 0, 4, 183359, 237.58
2026/06/30 07:52:57.895, 5, 0, 4, 183359, 244.11
2026/06/30 07:52:57.895, 6, 0, 4, 183359, 244.00
2026/06/30 07:52:57.895, 7, 0, 4, 183359, 238.11
2026/06/30 07:53:02.895, 0, 0, 4, 183359, 236.78
2026/06/30 07:53:02.895, 1, 0, 4, 183359, 244.00
2026/06/30 07:53:02.895, 2, 0, 4, 183359, 234.85
2026/06/30 07:53:02.895, 3, 0, 4, 183359, 242.51
2026/06/30 07:53:02.895, 4, 0, 4, 183359, 237.64
2026/06/30 07:53:02.895, 5, 0, 4, 183359, 244.18
2026/06/30 07:53:02.895, 6, 0, 4, 183359, 243.89
2026/06/30 07:53:02.895, 7, 0, 4, 183359, 238.05
2026/06/30 07:53:07.896, 0, 0, 4, 183359, 236.84
2026/06/30 07:53:07.896, 1, 0, 4, 183359, 244.12
2026/06/30 07:53:07.896, 2, 0, 4, 183359, 234.89
2026/06/30 07:53:07.896, 3, 0, 4, 183359, 242.51
2026/06/30 07:53:07.896, 4, 0, 4, 183359, 237.68
2026/06/30 07:53:07.896, 5, 0, 4, 183359, 244.25
2026/06/30 07:53:07.896, 6, 0, 4, 183359, 243.98
2026/06/30 07:53:07.896, 7, 0, 4, 183359, 238.04
2026/06/30 07:53:12.896, 0, 0, 4, 183359, 236.80
2026/06/30 07:53:12.896, 1, 0, 4, 183359, 244.19
2026/06/30 07:53:12.896, 2, 0, 4, 183359, 234.89
2026/06/30 07:53:12.896, 3, 0, 4, 183359, 242.46
2026/06/30 07:53:12.896, 4, 0, 4, 183359, 237.65
2026/06/30 07:53:12.896, 5, 0, 4, 183359, 244.29
2026/06/30 07:53:12.896, 6, 0, 4, 183359, 243.99
2026/06/30 07:53:12.897, 7, 0, 4, 183359, 237.98
2026/06/30 07:53:17.897, 0, 0, 4, 183359, 236.66
2026/06/30 07:53:17.897, 1, 0, 4, 183359, 244.02
2026/06/30 07:53:17.897, 2, 0, 4, 183359, 234.93
2026/06/30 07:53:17.897, 3, 0, 4, 183359, 242.47
2026/06/30 07:53:17.897, 4, 0, 4, 183359, 237.65
2026/06/30 07:53:17.897, 5, 0, 4, 183359, 244.27
2026/06/30 07:53:17.897, 6, 0, 4, 183359, 243.86
2026/06/30 07:53:17.897, 7, 0, 4, 183359, 237.92
2026/06/30 07:53:22.897, 0, 0, 4, 183359, 236.69
2026/06/30 07:53:22.897, 1, 0, 4, 183359, 244.08
2026/06/30 07:53:22.897, 2, 0, 4, 183359, 234.92
2026/06/30 07:53:22.897, 3, 0, 4, 183359, 242.39
2026/06/30 07:53:22.898, 4, 0, 4, 183359, 237.57
2026/06/30 07:53:22.898, 5, 0, 4, 183359, 244.21
2026/06/30 07:53:22.898, 6, 0, 4, 183359, 243.93
2026/06/30 07:53:22.898, 7, 0, 4, 183359, 237.95
2026/06/30 07:53:27.898, 0, 0, 4, 183359, 236.75
2026/06/30 07:53:27.898, 1, 0, 4, 183359, 243.80
2026/06/30 07:53:27.898, 2, 0, 4, 183359, 234.80
2026/06/30 07:53:27.898, 3, 0, 4, 183359, 242.45
2026/06/30 07:53:27.898, 4, 0, 4, 183359, 237.64
2026/06/30 07:53:27.898, 5, 0, 4, 183359, 244.16
2026/06/30 07:53:27.898, 6, 0, 4, 183359, 243.79
2026/06/30 07:53:27.898, 7, 0, 4, 183359, 238.09
2026/06/30 07:53:32.898, 0, 0, 4, 183359, 236.85
2026/06/30 07:53:32.898, 1, 0, 4, 183359, 243.92
2026/06/30 07:53:32.899, 2, 0, 4, 183359, 234.83
2026/06/30 07:53:32.899, 3, 0, 4, 183359, 242.50
2026/06/30 07:53:32.899, 4, 0, 4, 183359, 237.49
2026/06/30 07:53:32.899, 5, 0, 4, 183359, 244.04
2026/06/30 07:53:32.899, 6, 0, 4, 183359, 243.79
2026/06/30 07:53:32.899, 7, 0, 4, 183359, 238.00
2026/06/30 07:53:37.899, 0, 0, 4, 183359, 236.84
2026/06/30 07:53:37.899, 1, 0, 4, 183359, 243.94
2026/06/30 07:53:37.899, 2, 0, 4, 183359, 234.79
2026/06/30 07:53:37.899, 3, 0, 4, 183359, 242.46
2026/06/30 07:53:37.899, 4, 0, 4, 183359, 237.60
2026/06/30 07:53:37.899, 5, 0, 4, 183359, 244.18
2026/06/30 07:53:37.899, 6, 0, 4, 183359, 243.82
2026/06/30 07:53:37.899, 7, 0, 4, 183359, 237.98
2026/06/30 07:53:42.899, 0, 0, 4, 183359, 236.73
2026/06/30 07:53:42.900, 1, 0, 4, 183359, 244.02
2026/06/30 07:53:42.900, 2, 0, 4, 183359, 234.82
2026/06/30 07:53:42.900, 3, 0, 4, 183359, 242.36
