timestamp, index, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/06/30 04:01:20.288, 0, 0, 0, 183359, 192.84
2026/06/30 04:01:20.290, 1, 0, 0, 183359, 197.69
2026/06/30 04:01:20.291, 2, 0, 0, 183359, 189.57
2026/06/30 04:01:20.293, 3, 0, 0, 183359, 196.67
2026/06/30 04:01:20.294, 4, 0, 0, 183359, 188.86
2026/06/30 04:01:20.296, 5, 0, 0, 183359, 198.32
2026/06/30 04:01:20.297, 6, 0, 0, 183359, 197.53
2026/06/30 04:01:20.299, 7, 0, 0, 183359, 188.38
2026/06/30 04:01:25.300, 0, 0, 0, 183359, 192.69
2026/06/30 04:01:25.301, 1, 0, 0, 183359, 197.38
2026/06/30 04:01:25.301, 2, 0, 0, 183359, 189.45
2026/06/30 04:01:25.301, 3, 0, 0, 183359, 196.32
2026/06/30 04:01:25.301, 4, 0, 0, 183359, 188.76
2026/06/30 04:01:25.301, 5, 0, 0, 183359, 197.97
2026/06/30 04:01:25.301, 6, 0, 0, 183359, 197.18
2026/06/30 04:01:25.301, 7, 0, 0, 183359, 188.24
2026/06/30 04:01:30.301, 0, 0, 0, 183359, 192.57
2026/06/30 04:01:30.301, 1, 0, 0, 183359, 197.11
2026/06/30 04:01:30.301, 2, 0, 0, 183359, 189.51
2026/06/30 04:01:30.301, 3, 0, 0, 183359, 195.93
2026/06/30 04:01:30.301, 4, 0, 0, 183359, 188.78
2026/06/30 04:01:30.301, 5, 0, 0, 183359, 197.73
2026/06/30 04:01:30.301, 6, 0, 0, 183359, 196.89
2026/06/30 04:01:30.301, 7, 0, 0, 183359, 188.12
2026/06/30 04:01:35.302, 0, 0, 4, 183359, 192.45
2026/06/30 04:01:35.302, 1, 0, 4, 183359, 196.92
2026/06/30 04:01:35.302, 2, 0, 4, 183359, 189.34
2026/06/30 04:01:35.302, 3, 0, 4, 183359, 195.58
2026/06/30 04:01:35.302, 4, 0, 4, 183359, 188.67
2026/06/30 04:01:35.302, 5, 0, 4, 183359, 197.66
2026/06/30 04:01:35.302, 6, 0, 4, 183359, 196.67
2026/06/30 04:01:35.302, 7, 0, 4, 183359, 188.05
2026/06/30 04:01:40.302, 0, 0, 4, 183359, 192.39
2026/06/30 04:01:40.302, 1, 0, 4, 183359, 196.62
