timestamp, index, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/06/30 08:11:20.530, 0, 0, 0, 183359, 236.76
2026/06/30 08:11:20.531, 1, 0, 0, 183359, 243.87
2026/06/30 08:11:20.533, 2, 0, 0, 183359, 234.68
2026/06/30 08:11:20.534, 3, 0, 0, 183359, 242.18
2026/06/30 08:11:20.536, 4, 0, 0, 183359, 237.53
2026/06/30 08:11:20.537, 5, 0, 0, 183359, 243.93
2026/06/30 08:11:20.539, 6, 0, 0, 183359, 243.54
2026/06/30 08:11:20.540, 7, 0, 0, 183359, 237.84
2026/06/30 08:11:25.542, 0, 0, 0, 183359, 236.61
2026/06/30 08:11:25.542, 1, 0, 0, 183359, 243.84
2026/06/30 08:11:25.542, 2, 0, 0, 183359, 234.73
2026/06/30 08:11:25.542, 3, 0, 0, 183359, 242.13
2026/06/30 08:11:25.542, 4, 0, 0, 183359, 237.51
2026/06/30 08:11:25.542, 5, 0, 0, 183359, 243.92
2026/06/30 08:11:25.542, 6, 0, 0, 183359, 243.54
2026/06/30 08:11:25.542, 7, 0, 0, 183359, 237.84
2026/06/30 08:11:30.543, 0, 0, 1, 183359, 236.85
2026/06/30 08:11:30.550, 1, 0, 1, 183359, 243.65
2026/06/30 08:11:30.550, 2, 0, 1, 183359, 234.74
2026/06/30 08:11:30.551, 3, 0, 1, 183359, 242.14
2026/06/30 08:11:30.551, 4, 0, 1, 183359, 237.43
2026/06/30 08:11:30.551, 5, 0, 1, 183359, 243.89
2026/06/30 08:11:30.551, 6, 0, 1, 183359, 243.45
2026/06/30 08:11:30.560, 7, 0, 1, 183359, 237.82
2026/06/30 08:11:35.561, 0, 0, 4, 183359, 236.64
2026/06/30 08:11:35.561, 1, 0, 4, 183359, 243.80
2026/06/30 08:11:35.561, 2, 0, 4, 183359, 234.66
2026/06/30 08:11:35.561, 3, 0, 4, 183359, 242.15
2026/06/30 08:11:35.561, 4, 0, 4, 183359, 237.59
2026/06/30 08:11:35.561, 5, 0, 4, 183359, 243.91
2026/06/30 08:11:35.561, 6, 0, 4, 183359, 243.58
2026/06/30 08:11:35.561, 7, 0, 4, 183359, 237.81
2026/06/30 08:11:40.561, 0, 0, 4, 183359, 236.82
2026/06/30 08:11:40.562, 1, 0, 4, 183359, 243.81
2026/06/30 08:11:40.562, 2, 0, 4, 183359, 234.75
2026/06/30 08:11:40.562, 3, 0, 4, 183359, 242.15
2026/06/30 08:11:40.562, 4, 0, 4, 183359, 237.53
2026/06/30 08:11:40.562, 5, 0, 4, 183359, 243.90
2026/06/30 08:11:40.562, 6, 0, 4, 183359, 243.55
2026/06/30 08:11:40.562, 7, 0, 4, 183359, 237.90
2026/06/30 08:11:45.562, 0, 0, 4, 183359, 236.80
2026/06/30 08:11:45.562, 1, 0, 4, 183359, 243.90
2026/06/30 08:11:45.562, 2, 0, 4, 183359, 234.73
2026/06/30 08:11:45.562, 3, 0, 4, 183359, 242.15
2026/06/30 08:11:45.562, 4, 0, 4, 183359, 237.47
2026/06/30 08:11:45.562, 5, 0, 4, 183359, 243.94
2026/06/30 08:11:45.562, 6, 0, 4, 183359, 243.52
2026/06/30 08:11:45.562, 7, 0, 4, 183359, 237.82
2026/06/30 08:11:50.563, 0, 0, 4, 183359, 236.63
2026/06/30 08:11:50.563, 1, 0, 4, 183359, 243.76
2026/06/30 08:11:50.563, 2, 0, 4, 183359, 234.74
2026/06/30 08:11:50.563, 3, 0, 4, 183359, 242.17
2026/06/30 08:11:50.563, 4, 0, 4, 183359, 237.35
2026/06/30 08:11:50.563, 5, 0, 4, 183359, 243.94
2026/06/30 08:11:50.563, 6, 0, 4, 183359, 243.54
2026/06/30 08:11:50.563, 7, 0, 4, 183359, 237.83
2026/06/30 08:11:55.563, 0, 0, 4, 183359, 236.57
2026/06/30 08:11:55.563, 1, 0, 4, 183359, 243.89
2026/06/30 08:11:55.563, 2, 0, 4, 183359, 234.79
2026/06/30 08:11:55.563, 3, 0, 4, 183359, 242.17
2026/06/30 08:11:55.563, 4, 0, 4, 183359, 237.52
2026/06/30 08:11:55.563, 5, 0, 4, 183359, 243.91
2026/06/30 08:11:55.563, 6, 0, 4, 183359, 243.59
2026/06/30 08:11:55.563, 7, 0, 4, 183359, 237.81
2026/06/30 08:12:00.564, 0, 0, 4, 183359, 236.89
2026/06/30 08:12:00.564, 1, 0, 4, 183359, 243.85
2026/06/30 08:12:00.564, 2, 0, 4, 183359, 234.82
2026/06/30 08:12:00.564, 3, 0, 4, 183359, 242.12
2026/06/30 08:12:00.564, 4, 0, 4, 183359, 237.53
2026/06/30 08:12:00.564, 5, 0, 4, 183359, 243.93
2026/06/30 08:12:00.564, 6, 0, 4, 183359, 243.64
2026/06/30 08:12:00.564, 7, 0, 4, 183359, 237.78
