timestamp, index, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/06/30 04:54:44.388, 0, 0, 0, 183359, 191.30
2026/06/30 04:54:44.389, 1, 0, 0, 183359, 193.42
2026/06/30 04:54:44.391, 2, 0, 0, 183359, 188.26
2026/06/30 04:54:44.392, 3, 0, 0, 183359, 191.30
2026/06/30 04:54:44.394, 4, 0, 0, 183359, 187.92
2026/06/30 04:54:44.396, 5, 0, 0, 183359, 194.41
2026/06/30 04:54:44.397, 6, 0, 0, 183359, 192.67
2026/06/30 04:54:44.399, 7, 0, 0, 183359, 187.04
2026/06/30 04:54:49.401, 0, 0, 0, 183359, 191.25
2026/06/30 04:54:49.401, 1, 0, 0, 183359, 193.40
2026/06/30 04:54:49.401, 2, 0, 0, 183359, 188.27
2026/06/30 04:54:49.401, 3, 0, 0, 183359, 191.31
2026/06/30 04:54:49.401, 4, 0, 0, 183359, 187.95
2026/06/30 04:54:49.401, 5, 0, 0, 183359, 194.50
2026/06/30 04:54:49.401, 6, 0, 0, 183359, 192.71
2026/06/30 04:54:49.401, 7, 0, 0, 183359, 186.87
2026/06/30 04:54:54.401, 0, 0, 0, 183359, 191.30
2026/06/30 04:54:54.401, 1, 0, 0, 183359, 193.49
2026/06/30 04:54:54.401, 2, 0, 0, 183359, 188.24
2026/06/30 04:54:54.401, 3, 0, 0, 183359, 191.36
2026/06/30 04:54:54.401, 4, 0, 0, 183359, 187.88
2026/06/30 04:54:54.401, 5, 0, 0, 183359, 194.45
2026/06/30 04:54:54.401, 6, 0, 0, 183359, 192.74
2026/06/30 04:54:54.401, 7, 0, 0, 183359, 187.03
2026/06/30 04:54:59.402, 0, 0, 4, 183359, 191.33
2026/06/30 04:54:59.402, 1, 0, 4, 183359, 193.44
2026/06/30 04:54:59.402, 2, 0, 4, 183359, 188.34
2026/06/30 04:54:59.402, 3, 0, 4, 183359, 191.45
2026/06/30 04:54:59.402, 4, 0, 4, 183359, 187.99
2026/06/30 04:54:59.402, 5, 0, 4, 183359, 194.51
2026/06/30 04:54:59.402, 6, 0, 4, 183359, 192.85
2026/06/30 04:54:59.402, 7, 0, 4, 183359, 187.16
2026/06/30 04:55:04.402, 0, 0, 4, 183359, 191.32
2026/06/30 04:55:04.578, 1, 0, 4, 183359, 193.49
2026/06/30 04:55:04.580, 2, 0, 4, 183359, 188.25
2026/06/30 04:55:04.582, 3, 0, 4, 183359, 191.35
2026/06/30 04:55:04.582, 4, 0, 4, 183359, 188.05
2026/06/30 04:55:04.584, 5, 0, 4, 183359, 194.49
2026/06/30 04:55:04.585, 6, 0, 4, 183359, 192.65
2026/06/30 04:55:04.586, 7, 0, 4, 183359, 187.05
2026/06/30 04:55:09.588, 0, 0, 4, 183359, 191.31
2026/06/30 04:55:09.588, 1, 0, 4, 183359, 193.54
2026/06/30 04:55:09.588, 2, 0, 4, 183359, 188.28
2026/06/30 04:55:09.588, 3, 0, 4, 183359, 191.43
2026/06/30 04:55:09.588, 4, 0, 4, 183359, 187.99
2026/06/30 04:55:09.588, 5, 0, 4, 183359, 194.47
2026/06/30 04:55:09.588, 6, 0, 4, 183359, 192.72
2026/06/30 04:55:09.588, 7, 0, 4, 183359, 186.98
2026/06/30 04:55:14.588, 0, 0, 4, 183359, 191.33
2026/06/30 04:55:14.589, 1, 0, 4, 183359, 193.48
2026/06/30 04:55:14.589, 2, 0, 4, 183359, 188.32
2026/06/30 04:55:14.589, 3, 0, 4, 183359, 191.38
2026/06/30 04:55:14.589, 4, 0, 4, 183359, 188.07
2026/06/30 04:55:14.589, 5, 0, 4, 183359, 194.46
2026/06/30 04:55:14.589, 6, 0, 4, 183359, 192.68
2026/06/30 04:55:14.589, 7, 0, 4, 183359, 187.06
2026/06/30 04:55:19.589, 0, 0, 4, 183359, 191.31
2026/06/30 04:55:19.589, 1, 0, 4, 183359, 193.52
2026/06/30 04:55:19.589, 2, 0, 4, 183359, 188.29
2026/06/30 04:55:19.589, 3, 0, 4, 183359, 191.40
2026/06/30 04:55:19.589, 4, 0, 4, 183359, 188.06
2026/06/30 04:55:19.589, 5, 0, 4, 183359, 194.43
2026/06/30 04:55:19.589, 6, 0, 4, 183359, 192.73
2026/06/30 04:55:19.589, 7, 0, 4, 183359, 186.95
2026/06/30 04:55:24.589, 0, 0, 4, 183359, 191.32
